0,2,9.5,5,2.006,3,0.1,0.1,0.9
13,1,5.9,3,1.978,1,0.9,0.1,0.1
24,2,10,5,1.996,1,0.9,0.1,0.1
19,4,14.3,4,1.998,3,0.1,0.1,0.9
21,2,9.1,9,1.985,1,0.9,0.1,0.1
9,1,6.7,9,1.979,2,0.1,0.9,0.1
8,2,10.4,5,1.993,1,0.9,0.1,0.1
13,3,11,10,2.008,2,0.1,0.9,0.1
17,3,11,10,2.005,2,0.1,0.9,0.1
12,3,13.1,5,1.985,2,0.1,0.9,0.1
4,3,12.6,3,1.996,3,0.1,0.1,0.9
9,1,6.7,9,1.979,1,0.9,0.1,0.1
23,2,9.1,5,2.006,2,0.1,0.9,0.1
3,1,6.8,9,1.986,1,0.9,0.1,0.1
